,id,name_x,Марка :,Применение:,Дополнение:,Cu,Al,C,Ni,Si,Cr,Mn,Zn,Ti,Fe,Заменитель:,Mo,Mg,V,Классификация :,type_x,Pb,Примесей,-,W,Sn,Co,Ag,Nb,P,Zr,Sb,S,Cd,B,Pt,Ni+Co,Au,Pd,Bi,N,As,O,Ca,Be,Rh,sв,d5,Ir,Ce,Te,sT,Tl,y,Se,H,Na,Ta,Hg,In,Ru,Ga,KCU,Ba,Nd,Li,Al+Mg,Cl,La,РЗМ,Sr,Re,Cu+P,Sc,Hf,F
367,2221,FeCr50C90Si4,FeCr50C90Si4,Применяется в сталеплавильной и литейной промышленности для легирования сталей и сплавов.,Феррохром высокоуглеродистый c повышенным содержанием фосфора,,,8 - 10,,3 - 5,45 - 55,,,,,,,,,Феррохром,Феррохром,,,,,,,,,до 0.05,,,до 0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,2281,FeCr50C90Si4LP,FeCr50C90Si4LP,Применяется в сталеплавильной и литейной промышленности для легирования сталей и сплавов.,Феррохром высокоуглеродистый c низким содержанием фосфора,,,8 - 10,,3 - 5,45 - 55,,,,,,,,,Феррохром,Феррохром,,,,,,,,,до 0.03,,,до 0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,2224,FeCr50C90Si4LS,FeCr50C90Si4LS,Применяется в сталеплавильной и литейной промышленности для легирования сталей и сплавов.,Феррохром высокоуглеродистый c повышенным содержанием фосфора,,,8 - 10,,3 - 5,45 - 55,,,,,,,,,Феррохром,Феррохром,,,,,,,,,до 0.05,,,до 0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,2306,FeCr60C01,FeCr60C01,Применяется в сталеплавильной и литейной промышленности для легирования сталей и сплавов.,Феррохром низкоуглеродистый c повышенным содержанием фосфора,,,до 0.015,,до 1.5,55 - 65,,,,,,,,,Феррохром,Феррохром,,,,,,,,,до 0.05,,,до 0.03,,,,,,,,до 0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,2324,FeCr60C01LP,FeCr60C01LP,Применяется в сталеплавильной и литейной промышленности для легирования сталей и сплавов.,Феррохром низкоуглеродистый c низким содержанием фосфора,,,до 0.015,,до 1.5,55 - 65,,,,,,,,,Феррохром,Феррохром,,,,,,,,,до 0.03,,,до 0.03,,,,,,,,до 0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,2309,FeCr60C03,FeCr60C03,Применяется в сталеплавильной и литейной промышленности для легирования сталей и сплавов.,Феррохром низкоуглеродистый c повышенным содержанием фосфора,,,0.015 - 0.03,,до 1.5,55 - 65,,,,,,,,,Феррохром,Феррохром,,,,,,,,,до 0.05,,,до 0.03,,,,,,,,до 0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,2327,FeCr60C03LP,FeCr60C03LP,Применяется в сталеплавильной и литейной промышленности для легирования сталей и сплавов.,Феррохром низкоуглеродистый c низким содержанием фосфора,,,0.015 - 0.03,,до 1.5,55 - 65,,,,,,,,,Феррохром,Феррохром,,,,,,,,,до 0.03,,,до 0.03,,,,,,,,до 0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,2312,FeCr60C05,FeCr60C05,Применяется в сталеплавильной и литейной промышленности для легирования сталей и сплавов.,Феррохром низкоуглеродистый c повышенным содержанием фосфора,,,0.03 - 0.05,,до 1.5,55 - 65,,,,,,,,,Феррохром,Феррохром,,,,,,,,,до 0.05,,,до 0.03,,,,,,,,до 0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,2284,FeCr50C90Si4LSLP,FeCr50C90Si4LSLP,Применяется в сталеплавильной и литейной промышленности для легирования сталей и сплавов.,Феррохром высокоуглеродистый c низким содержанием фосфора,,,8 - 10,,3 - 5,45 - 55,,,,,,,,,Феррохром,Феррохром,,,,,,,,,до 0.03,,,до 0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,2315,FeCr60C1,FeCr60C1,Применяется в сталеплавильной и литейной промышленности для легирования сталей и сплавов.,Феррохром низкоуглеродистый c повышенным содержанием фосфора,,,0.05 - 0.1,,до 1.5,55 - 65,,,,,,,,,Феррохром,Феррохром,,,,,,,,,до 0.05,,,до 0.03,,,,,,,,до 0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,2330,FeCr60C05LP,FeCr60C05LP,Применяется в сталеплавильной и литейной промышленности для легирования сталей и сплавов.,Феррохром низкоуглеродистый c низким содержанием фосфора,,,0.03 - 0.05,,до 1.5,55 - 65,,,,,,,,,Феррохром,Феррохром,,,,,,,,,до 0.03,,,до 0.03,,,,,,,,до 0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,2288,FeCr60C10,FeCr60C10,Применяется в сталеплавильной и литейной промышленности для легирования сталей и сплавов.,Феррохром среднеуглеродистый c повышенным содержанием фосфора,,,0.5 - 1,,до 1.5,55 - 65,,,,,,,,,Феррохром,Феррохром,,,,,,,,,до 0.05,,,до 0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,2297,FeCr60C10LP,FeCr60C10LP,Применяется в сталеплавильной и литейной промышленности для легирования сталей и сплавов.,Феррохром среднеуглеродистый c низким содержанием фосфора,,,0.5 - 1,,до 1.5,55 - 65,,,,,,,,,Феррохром,Феррохром,,,,,,,,,до 0.03,,,до 0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,2348,FeCr60C1N3,FeCr60C1N3,Применяется в сталеплавильной и литейной промышленности для легирования сталей и сплавов.,"Феррохром низкоуглеродистый плавленный, содержащий азот",,,до 0.1,,до 1.5,55 - 65,,,,,,,,,Феррохром,Феррохром,,,,,,,,,до 0.03,,,до 0.025,,,,,,,,2 - 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,2333,FeCr60C1LP,FeCr60C1LP,Применяется в сталеплавильной и литейной промышленности для легирования сталей и сплавов.,Феррохром низкоуглеродистый c низким содержанием фосфора,,,0.05 - 0.1,,до 1.5,55 - 65,,,,,,,,,Феррохром,Феррохром,,,,,,,,,до 0.03,,,до 0.03,,,,,,,,до 0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,2351,FeCr60C1N7,FeCr60C1N7,Применяется в сталеплавильной и литейной промышленности для легирования сталей и сплавов.,"Феррохром низкоуглеродистый спеченный, содержащий азот",,,до 0.1,,до 1.5,55 - 65,,,,,,,,,Феррохром,Феррохром,,,,,,,,,до 0.03,,,до 0.025,,,,,,,,4 - 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,2354,FeCr60C1N7Si,FeCr60C1N7Si,Применяется в сталеплавильной и литейной промышленности для легирования сталей и сплавов.,"Феррохром низкоуглеродистый спеченный, содержащий азот",,,до 0.1,,min 1.5,55 - 65,,,,,,,,,Феррохром,Феррохром,,,,,,,,,до 0.03,,,до 0.025,,,,,,,,4 - 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,2291,FeCr60C20,FeCr60C20,Применяется в сталеплавильной и литейной промышленности для легирования сталей и сплавов.,Феррохром среднеуглеродистый c повышенным содержанием фосфора,,,1 - 2,,до 1.5,55 - 65,,,,,,,,,Феррохром,Феррохром,,,,,,,,,до 0.05,,,до 0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,2318,FeCr60C2,FeCr60C2,Применяется в сталеплавильной и литейной промышленности для легирования сталей и сплавов.,Феррохром низкоуглеродистый c повышенным содержанием фосфора,,,0.1 - 0.25,,до 1.5,55 - 65,,,,,,,,,Феррохром,Феррохром,,,,,,,,,до 0.05,,,до 0.03,,,,,,,,до 0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,2336,FeCr60C2LP,FeCr60C2LP,Применяется в сталеплавильной и литейной промышленности для легирования сталей и сплавов.,Феррохром низкоуглеродистый c низким содержанием фосфора,,,0.1 - 0.25,,до 1.5,55 - 65,,,,,,,,,Феррохром,Феррохром,,,,,,,,,до 0.03,,,до 0.03,,,,,,,,до 0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,2300,FeCr60C20LP,FeCr60C20LP,Применяется в сталеплавильной и литейной промышленности для легирования сталей и сплавов.,Феррохром среднеуглеродистый c низким содержанием фосфора,,,1 - 2,,до 1.5,55 - 65,,,,,,,,,Феррохром,Феррохром,,,,,,,,,до 0.03,,,до 0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,2303,FeCr60C40LP,FeCr60C40LP,Применяется в сталеплавильной и литейной промышленности для легирования сталей и сплавов.,Феррохром среднеуглеродистый c низким содержанием фосфора,,,2 - 4,,до 1.5,55 - 65,,,,,,,,,Феррохром,Феррохром,,,,,,,,,до 0.03,,,до 0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,2294,FeCr60C40,FeCr60C40,Применяется в сталеплавильной и литейной промышленности для легирования сталей и сплавов.,Феррохром среднеуглеродистый c повышенным содержанием фосфора,,,2 - 4,,до 1.5,55 - 65,,,,,,,,,Феррохром,Феррохром,,,,,,,,,до 0.05,,,до 0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,2168,FeCr60C50,FeCr60C50,Применяется в сталеплавильной и литейной промышленности для легирования сталей и сплавов.,Феррохром высокоуглеродистый c повышенным содержанием фосфора,,,4 - 6,,до 1.5,55 - 65,,,,,,,,,Феррохром,Феррохром,,,,,,,,,до 0.05,,,до 0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,2321,FeCr60C5,FeCr60C5,Применяется в сталеплавильной и литейной промышленности для легирования сталей и сплавов.,Феррохром низкоуглеродистый c повышенным содержанием фосфора,,,0.1 - 0.25,,до 1.5,55 - 65,,,,,,,,,Феррохром,Феррохром,,,,,,,,,до 0.05,,,до 0.03,,,,,,,,до 0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,2171,FeCr60C50LS,FeCr60C50LS,Применяется в сталеплавильной и литейной промышленности для легирования сталей и сплавов.,Феррохром высокоуглеродистый c повышенным содержанием фосфора,,,4 - 6,,до 1.5,55 - 65,,,,,,,,,Феррохром,Феррохром,,,,,,,,,до 0.05,,,до 0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,2228,FeCr60C50LP,FeCr60C50LP,Применяется в сталеплавильной и литейной промышленности для легирования сталей и сплавов.,Феррохром высокоуглеродистый c низким содержанием фосфора,,,4 - 6,,до 1.5,55 - 65,,,,,,,,,Феррохром,Феррохром,,,,,,,,,до 0.03,,,до 0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,2231,FeCr60C50LSLP,FeCr60C50LSLP,Применяется в сталеплавильной и литейной промышленности для легирования сталей и сплавов.,Феррохром высокоуглеродистый c низким содержанием фосфора,,,4 - 6,,до 1.5,55 - 65,,,,,,,,,Феррохром,Феррохром,,,,,,,,,до 0.03,,,до 0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,2174,FeCr60C50Si2,FeCr60C50Si2,Применяется в сталеплавильной и литейной промышленности для легирования сталей и сплавов.,Феррохром высокоуглеродистый c повышенным содержанием фосфора,,,4 - 6,,1.5 - 3,55 - 65,,,,,,,,,Феррохром,Феррохром,,,,,,,,,до 0.05,,,до 0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
